Название;ID;Результат;Sprite;Источник наследования;Файл;Найденные модели
ИМР на базе Т-80;arv_tank_sov_t80_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t80.txt;[]
САУ на базе Т-80;sp_artillery_tank_sov_t80_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t80.txt;[]
Тяжелая САУ на базе Т-80;sp_heavy_artillery_tank_sov_t80_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t80.txt;[]
РСЗО на базе Т-80;sp_mlrs_tank_sov_t80_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t80.txt;[]
ТОС на базе Т-80;sp_tos_tank_sov_t80_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t80.txt;[]
Шасси Т-84;tank_ukr_t84_equipment;Модель из мода;t80_entity;tank_sov_t80_equipment;common/units/equipment/ES_tank_chassis_sov_t84.txt;"[[""t80_entity"", ""mod"", ""gfx/models/units/tanks/t80.mesh""]]"
БМПТ на базе Т-84;bmpt_tank_ukr_t84_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t84.txt;[]
БМП на базе Т-84;ifv_heavy_ukr_t84_equipment;Ссылка на отсутствующую entity;UKR_T_64;ifv_heavy_sov_t64_equipment;common/units/equipment/ES_tank_chassis_sov_t84.txt;[]
БТР на базе Т-84;apc_tank_ukr_t84_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t84.txt;[]
ЗРК на базе Т-84;sp_aa_tank_ukr_t84_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t84.txt;[]
Мобильная установка с ПТУР на базе Т-84;sp_atgm_tank_ukr_t84_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t84.txt;[]
ИМР на базе Т-84;arv_tank_ukr_t84_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t84.txt;[]
САУ на базе Т-84;sp_artillery_tank_ukr_t84_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t84.txt;[]
Тяжелая САУ на базе Т-84;sp_heavy_artillery_tank_ukr_t84_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t84.txt;[]
РСЗО на базе Т-84;sp_mlrs_tank_ukr_t84_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t84.txt;[]
ТОС на базе Т-84;sp_tos_tank_ukr_t84_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t84.txt;[]
Шасси Т-90;tank_rus_t90_equipment;Модель из мода;t90_entity;tank_rus_t90_equipment;common/units/equipment/ES_tank_chassis_sov_t90.txt;"[[""t90_entity"", ""mod"", ""gfx/models/units/tanks/t90m.mesh""]]"
БМПТ на базе Т-90;bmpt_tank_rus_t90_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t90.txt;[]
Тяжелая БМП на базе Т-90;ifv_heavy_rus_t90_equipment;Ссылка на отсутствующую entity;RUS_BMP_1;ifv_heavy_sov_chassis;common/units/equipment/ES_tank_chassis_sov_t90.txt;[]
БТР на базе Т-90;apc_tank_rus_t90_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t90.txt;[]
ЗРК на базе Т-90;sp_aa_tank_rus_t90_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t90.txt;[]
Мобильная установка с ПТУР на базе Т-90;sp_atgm_tank_rus_t90_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t90.txt;[]
ИМР на базе Т-90;arv_tank_rus_t90_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t90.txt;[]
САУ на базе Т-90;sp_artillery_tank_rus_t90_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t90.txt;[]
Тяжелая САУ на базе Т-90;sp_heavy_artillery_tank_rus_t90_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t90.txt;[]
РСЗО на базе Т-90;sp_mlrs_tank_rus_t90_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t90.txt;[]
ТОС на базе Т-90;sp_tos_tank_rus_t90_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_sov_t90.txt;[]
Объект 477;tank_ukr_obj477_equipment;Модель из мода;t80_entity;tank_sov_t80_equipment;common/units/equipment/ES_tank_chassis_ukr_obj477.txt;"[[""t80_entity"", ""mod"", ""gfx/models/units/tanks/t80.mesh""]]"
БМПТ на базе Объект 477;bmpt_tank_ukr_obj477_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ukr_obj477.txt;[]
Тяжелая БМП на базе Объект 477;ifv_heavy_ukr_obj477_equipment;Ссылка на отсутствующую entity;UKR_T_64;ifv_heavy_sov_t64_equipment;common/units/equipment/ES_tank_chassis_ukr_obj477.txt;[]
БТР на базе Объект 477;apc_tank_ukr_obj477_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_tank_chassis_ukr_obj477.txt;[]
